step,env,gait,vx_cmd,bvx,FL_hip,FL_thigh,FL_calf,FR_hip,FR_thigh,FR_calf,RL_hip,RL_thigh,RL_calf,RR_hip,RR_thigh,RR_calf
4,3,trot,1.0,-0.014981165528297424,-0.5126789808273315,8.099308013916016,-6.8977227210998535,0.9131984114646912,-0.7563563585281372,-0.27062082290649414,-2.891169548034668,1.652967929840088,-2.3750531673431396,1.8476839065551758,1.3975260257720947,-7.466464996337891
5,0,trot,1.0,-0.0942864939570427,-1.2449549436569214,-1.036971926689148,-5.602778911590576,2.388941526412964,1.7469673156738281,-1.5910871028900146,-1.529219388961792,-3.252478837966919,-1.4071297645568848,1.1427825689315796,5.3679070472717285,-8.730676651000977
5,1,trot,1.0,-0.20169302821159363,0.7910584807395935,-0.1608169972896576,-3.9594058990478516,2.0406041145324707,3.5594823360443115,-5.370384693145752,-1.2793066501617432,-1.7341227531433105,-6.252640247344971,1.233628749847412,-11.615827560424805,3.121931791305542
5,2,trot,1.0,-0.01936337538063526,-0.9946238398551941,-0.017135417088866234,-3.9946234226226807,2.095597982406616,3.5131914615631104,-0.31940361857414246,-1.439300775527954,0.5820550322532654,-0.6287175416946411,0.15599335730075836,0.7735277414321899,-1.8248924016952515
5,3,trot,1.0,-0.04399819299578667,-0.2952338457107544,4.163458824157715,-4.7272210121154785,1.324743628501892,-1.5982105731964111,-0.2896639108657837,-2.3013617992401123,0.12699241936206818,-2.0563619136810303,0.9514521360397339,0.18248949944972992,-4.651900291442871
6,0,trot,1.0,-0.11468079686164856,0.43173748254776,-4.150288105010986,-2.9377245903015137,-0.15647633373737335,1.1637935638427734,-3.067620038986206,-0.5601575374603271,-2.485546350479126,2.4125962257385254,-0.08672729134559631,-0.8256051540374756,-5.934614658355713
6,1,trot,1.0,-0.16102561354637146,-0.6473771929740906,-0.08122757822275162,-3.245651960372925,0.8103074431419373,3.1505563259124756,-3.3065803050994873,-1.1488202810287476,-0.45425671339035034,-4.641785144805908,0.5962728261947632,-6.673227787017822,0.5362812876701355
6,2,trot,1.0,-0.03130163624882698,-1.1028767824172974,-2.8122382164001465,-2.413775682449341,1.1888771057128906,2.925652265548706,-0.22649668157100677,0.05337130278348923,0.7760283350944519,-1.5639091730117798,-0.09168026596307755,-0.8956952095031738,0.0665484294295311
6,3,trot,1.0,-0.04438335448503494,-0.30363261699676514,0.15896260738372803,-3.249401092529297,1.4359759092330933,0.45926105976104736,0.35660287737846375,-1.551192045211792,-1.0239514112472534,-1.8694998025894165,0.28840821981430054,-0.21775691211223602,-2.4300625324249268
7,0,trot,1.0,-0.11538714170455933,0.7483391165733337,-6.568164348602295,-0.22717896103858948,0.45742666721343994,1.1466186046600342,-2.329360008239746,-0.197128027677536,0.10083503276109695,2.818087100982666,-0.7382605075836182,-7.6579413414001465,-1.7519726753234863
7,1,trot,1.0,-0.11445284634828568,-1.2214208841323853,0.23786544799804688,-2.657722234725952,0.4969310164451599,1.3623218536376953,-2.3761672973632812,-0.30315691232681274,0.481425404548645,-3.458465099334717,0.4902186691761017,-1.333008885383606,-0.4440940320491791
7,2,trot,1.0,-0.03035632148385048,-0.9809520840644836,-4.647282123565674,-0.9161287546157837,0.5563554763793945,1.942777156829834,-0.32064056396484375,-0.24634528160095215,0.5114259123802185,-1.4364633560180664,0.32985496520996094,-1.6561312675476074,0.8107658624649048
7,3,trot,1.0,-0.03923893719911575,-0.3940678536891937,-2.9577505588531494,-2.0938031673431396,0.6822908520698547,2.2808492183685303,-0.8111844062805176,-0.9704620838165283,-1.627285122871399,-1.6300482749938965,-0.005800515413284302,-0.6796883344650269,-0.7922806143760681
8,0,trot,1.0,-0.10139714926481247,0.05572142452001572,-7.982706069946289,1.968169927597046,0.7942954301834106,1.560112476348877,-1.402953863143921,0.026279974728822708,2.234051465988159,2.4615838527679443,-0.33075881004333496,-11.061558723449707,1.4412940740585327
8,1,trot,1.0,-0.07037126272916794,-1.5145714282989502,0.5522899031639099,-2.240334987640381,0.3005058169364929,-1.1415705680847168,-1.7563554048538208,0.21959488093852997,0.9045799374580383,-2.401763916015625,0.37162545323371887,3.1474649906158447,-0.16821563243865967
8,2,trot,1.0,-0.018329985439777374,-0.7142951488494873,-5.226412773132324,0.2035125195980072,-0.26041263341903687,1.5407862663269043,-2.912249803543091,-0.07917478680610657,0.5440284013748169,-1.517381191253662,0.7165965437889099,-2.3813629150390625,0.9775463938713074
8,3,trot,1.0,-0.032638274133205414,-0.3831839859485626,-4.891148567199707,-0.9434670805931091,-0.17163915932178497,1.3877018690109253,-2.703803777694702,0.05125272646546364,1.1728659868240356,-2.1395044326782227,0.34435486793518066,-1.3248039484024048,0.3590778410434723
9,0,trot,1.0,-0.08088864386081696,-0.6661161780357361,-8.476011276245117,3.710038423538208,0.7143778204917908,1.7491881847381592,-1.111844539642334,0.26904526352882385,2.9736878871917725,2.022606611251831,0.2930275499820709,-11.264657020568848,3.2267229557037354
9,1,trot,1.0,-0.03578534722328186,-1.6052350997924805,0.8600765466690063,-1.9229353666305542,0.29133301973342896,-3.3365674018859863,-1.136860728263855,0.371874064207077,0.7731347680091858,-1.5223759412765503,0.2500169575214386,5.960208415985107,0.6218128800392151
9,2,trot,1.0,0.0020260768942534924,-0.5424379110336304,-5.51559591293335,1.8544379472732544,-0.047347284853458405,1.5075697898864746,-2.8304991722106934,0.08945014327764511,0.5873273611068726,-1.5247714519500732,0.4453282952308655,-4.347668647766113,0.954492449760437
9,3,trot,1.0,-0.017715146765112877,-0.7739211916923523,-5.435977458953857,-0.29713010787963867,-0.051686014980077744,1.4541493654251099,-2.5588936805725098,0.32262083888053894,1.3009907007217407,-2.231006622314453,0.45390522480010986,-1.9702411890029907,0.976728081703186
10,0,trot,1.0,-0.05870242416858673,-1.0784916877746582,-8.19808578491211,4.969006061553955,0.8348751664161682,1.1352286338806152,-2.4266788959503174,0.5440481305122375,2.385291576385498,1.3943675756454468,0.6348586678504944,-9.853948593139648,4.194845199584961
10,1,trot,1.0,-0.013670578598976135,-1.593156337738037,1.1336674690246582,-1.737434983253479,0.4568102955818176,-4.411038398742676,-0.6665855050086975,0.2893444001674652,0.07375787198543549,-0.8387557864189148,0.09796794503927231,6.902292251586914,1.1996700763702393
10,2,trot,1.0,0.033443842083215714,-0.4956039786338806,-5.59189510345459,3.0770325660705566,0.1643712818622589,1.4341100454330444,-2.6113805770874023,0.29891055822372437,0.6031688451766968,-1.4549310207366943,0.1980792135000229,-6.798628330230713,1.9187036752700806
10,3,trot,1.0,0.001087732962332666,-0.8487710952758789,-5.392363548278809,0.4615614414215088,0.03666425496339798,1.492484450340271,-2.4235379695892334,0.5243437886238098,1.353805422782898,-2.229722738265991,0.3987005054950714,-2.8752329349517822,0.7506505846977234
11,0,trot,1.0,-0.03391905874013901,0.05945214629173279,-2.116591453552246,-3.436811685562134,0.9511761665344238,1.316391110420227,-2.041762590408325,0.9221135973930359,1.0898244380950928,0.7481427788734436,1.0216467380523682,-7.888402462005615,4.383872032165527
11,1,trot,1.0,-0.0021196685265749693,-1.1483652591705322,1.401422381401062,-1.6146337985992432,0.935147225856781,-4.459812164306641,-0.25795379281044006,0.3902609646320343,-1.006360650062561,-0.3491489887237549,-1.321542739868164,2.996011257171631,-4.6216301918029785
11,2,trot,1.0,0.07751347124576569,-0.592393696308136,-5.455052852630615,4.139805793762207,0.2702833116054535,1.3851118087768555,-2.1748030185699463,0.4917759895324707,0.8322629332542419,-1.4837160110473633,0.2379838228225708,-8.164615631103516,2.850276231765747
11,3,trot,1.0,0.022937467321753502,-0.6551612615585327,-5.556652545928955,1.5825423002243042,0.07113762199878693,1.4539397954940796,-2.2744505405426025,0.6550341248512268,1.225468635559082,-2.0519204139709473,0.13456092774868011,-4.725156784057617,0.9448336362838745
12,0,trot,1.0,-0.08707686513662338,-0.49802130460739136,0.9467501044273376,-2.2026376724243164,-0.30149224400520325,1.5483769178390503,-1.4087343215942383,-0.2019006907939911,0.4113994538784027,0.36664828658103943,-0.1212383583188057,-5.579043865203857,4.122238636016846
12,1,trot,1.0,0.03132820874452591,-0.5360037088394165,1.5664799213409424,-1.6211172342300415,1.095744252204895,-3.9354052543640137,0.05724620819091797,0.2000749707221985,-2.300325632095337,0.10431201010942459,-0.8681802749633789,2.8214306831359863,-4.110272407531738
12,2,trot,1.0,0.1313028186559677,-0.7540818452835083,-5.0430073738098145,4.927439212799072,0.23019805550575256,1.4128260612487793,-1.6117392778396606,0.6374404430389404,1.219414472579956,-1.556267261505127,0.4005977213382721,-7.961965560913086,3.197497844696045
12,3,trot,1.0,0.05645390599966049,-0.569193959236145,-5.645444393157959,2.6017420291900635,0.0489872545003891,1.3973515033721924,-2.013827323913574,0.759358286857605,1.0755743980407715,-1.7998967170715332,-0.014092509634792805,-6.711367607116699,1.8866795301437378
13,0,trot,1.0,-0.16977962851524353,-1.211519718170166,0.8307471871376038,-1.2915623188018799,-0.9426661729812622,1.4922897815704346,-0.7024320363998413,0.3548097610473633,2.7098946571350098,-3.639071226119995,-0.054176583886146545,-3.1461215019226074,3.2408833503723145
13,1,trot,1.0,0.06724496185779572,-0.052442554384469986,1.7113399505615234,-1.6278630495071411,0.9510235786437988,-2.770341396331787,0.15121181309223175,-0.1396043747663498,-3.3073809146881104,0.46911853551864624,-0.5442107915878296,2.768179416656494,-3.878556966781616
13,2,trot,1.0,0.1127738282084465,0.019680486992001534,0.85750812292099,-2.197550058364868,0.1278672218322754,0.892865777015686,-1.4421643018722534,0.45468419790267944,0.15870779752731323,-0.6337996125221252,0.39797842502593994,0.4629867672920227,-0.861680269241333
13,3,trot,1.0,0.10572796314954758,-0.6194350123405457,-5.482693195343018,3.450789213180542,-0.05508759245276451,1.3818728923797607,-1.5852668285369873,0.847457766532898,1.0707554817199707,-1.5872801542282104,0.06662832945585251,-7.82680606842041,2.9280030727386475
14,0,trot,1.0,-0.24927696585655212,-1.4477274417877197,0.5357562899589539,-0.3954855799674988,-1.1285998821258545,1.2631486654281616,-0.05811581388115883,0.3960644602775574,2.544006109237671,-3.3331494331359863,0.4973517656326294,-0.0657336488366127,1.441575527191162
14,1,trot,1.0,0.10065077245235443,0.3985668122768402,1.8151096105575562,-1.6146583557128906,0.681993842124939,-1.3187869787216187,0.33048170804977417,-0.3581354022026062,-4.1262030601501465,0.9354813098907471,-0.2652870714664459,2.6449038982391357,-3.5511248111724854
14,2,trot,1.0,0.10066726803779602,-0.05938049778342247,0.4610505700111389,-1.434403657913208,0.023218605667352676,0.3542081117630005,-0.8147754669189453,0.19238395988941193,-0.3527361750602722,0.036721374839544296,0.17626288533210754,-0.10400255024433136,-0.0786794051527977
14,3,trot,1.0,0.16636262834072113,-0.672156810760498,-5.148175239562988,4.251951217651367,-0.24537573754787445,1.4504175186157227,-1.0481265783309937,0.92652827501297,1.223174810409546,-1.437650442123413,0.22049330174922943,-7.809816360473633,3.654541015625
15,0,trot,1.0,-0.32281193137168884,-1.3321441411972046,0.2538197338581085,0.4601733684539795,-1.0190926790237427,0.9790403842926025,0.5103650093078613,0.5253433585166931,2.430816173553467,-3.1029539108276367,0.0647435411810875,2.3875625133514404,-3.5399725437164307
15,1,trot,1.0,0.11574385315179825,0.9249852895736694,1.847028136253357,-1.4688665866851807,1.1207327842712402,1.7049615383148193,-2.1906821727752686,-0.4369981288909912,-4.46335506439209,1.1943905353546143,-0.09937512129545212,2.3582069873809814,-3.1159300804138184
15,2,trot,1.0,0.118255116045475,0.12218251079320908,0.5035682916641235,-0.4912695288658142,0.16747243702411652,0.08598276972770691,0.15165522694587708,-0.5426976680755615,1.4728410243988037,0.5173326730728149,0.2126443088054657,0.3072702884674072,-0.05467279255390167
15,3,trot,1.0,0.1385560929775238,-0.5013313889503479,0.7313141226768494,-1.6433857679367065,-0.3307932913303375,0.7936467528343201,-0.6527674198150635,0.7456231117248535,0.04668227955698967,-0.34667137265205383,0.6036401391029358,1.066463589668274,-1.0353949069976807
16,0,trot,1.0,-0.38236379623413086,-0.7581499814987183,0.00822092778980732,0.9726876020431519,-0.45225271582603455,0.545089602470398,0.9932275414466858,0.9699660539627075,2.043891668319702,-2.6844770908355713,0.4500948488712311,2.2648239135742188,-2.7889232635498047
16,1,trot,1.0,0.12125919759273529,1.0976803302764893,1.779287576675415,-1.0813488960266113,1.293331265449524,1.5298746824264526,-1.7211655378341675,-0.6100561618804932,-4.623925685882568,1.692442774772644,-0.09663747996091843,2.190683364868164,-2.69267201423645
16,2,trot,1.0,0.1362774819135666,0.29220643639564514,0.6403400301933289,0.160016730427742,0.23876847326755524,0.12367713451385498,1.5623854398727417,-1.2703769207000732,3.485086441040039,0.3302241861820221,0.28134670853614807,0.7911760210990906,-0.17935477197170258
16,3,trot,1.0,0.11389734596014023,-0.38951376080513,0.17176443338394165,-0.8585581183433533,-0.24489034712314606,0.0700896754860878,-0.006702721118927002,0.5034928917884827,-0.8390859365463257,0.6350317597389221,0.41786155104637146,-0.025871340185403824,0.2225959300994873
17,0,trot,1.0,-0.40854305028915405,-0.4776393175125122,-0.12391360849142075,1.5276204347610474,-0.22188881039619446,0.24610911309719086,1.4042943716049194,1.0200861692428589,1.9178751707077026,-2.4116978645324707,0.3180582821369171,2.692066192626953,-2.3694183826446533
17,1,trot,1.0,0.12978358566761017,1.1587047576904297,1.7095990180969238,-0.5963111519813538,1.3421461582183838,1.3828855752944946,-1.1898138523101807,-0.7543402314186096,-3.90761399269104,1.535114049911499,-0.1617179960012436,2.0545618534088135,-2.318178415298462
17,2,trot,1.0,0.1378813534975052,0.16749358177185059,0.6974127292633057,0.4037727415561676,0.43967247009277344,1.522625207901001,2.5678293704986572,-1.4469901323318481,4.148868083953857,-1.2609474658966064,0.15374481678009033,1.0487947463989258,-0.33522868156433105
17,3,trot,1.0,0.1300005465745926,-0.3581688106060028,0.011939266696572304,0.17699924111366272,-0.24414598941802979,-0.2834531366825104,0.9192067384719849,0.3076971769332886,-0.7163520455360413,0.8364112377166748,0.2408330738544464,-0.038506731390953064,0.6803204417228699
18,0,trot,1.0,-0.4126293361186981,-0.31670525670051575,-0.15488426387310028,1.9252787828445435,-0.14132651686668396,0.0005030129104852676,1.7254738807678223,0.8854208588600159,1.8631545305252075,-2.19484281539917,0.20210787653923035,2.3466813564300537,-2.05452561378479
18,1,trot,1.0,0.1415237933397293,1.1530336141586304,1.6450457572937012,-0.048427894711494446,1.3145190477371216,1.258450984954834,-0.6105970740318298,-0.7210463285446167,-2.540170431137085,1.3663371801376343,-0.31947171688079834,2.078521966934204,-2.0425031185150146
18,2,trot,1.0,0.11275295913219452,-0.05306657403707504,0.5666406750679016,0.3847968876361847,0.6477638483047485,3.226398229598999,0.8273910284042358,-1.045495867729187,3.2053284645080566,-2.7333502769470215,-0.11129015684127808,0.8683009743690491,-0.2972213923931122
18,3,trot,1.0,0.16759516298770905,-0.1897428333759308,0.1489049345254898,1.2433840036392212,-0.12600572407245636,-0.3799137771129608,1.8920316696166992,-0.19823038578033447,0.7961093187332153,2.1214070320129395,0.1695217490196228,0.5675128102302551,0.5852335691452026
19,0,trot,1.0,-0.4151832163333893,-0.5486716032028198,-0.31074413657188416,2.111093759536743,0.8111934065818787,0.8329496383666992,0.6740778684616089,0.4041018784046173,1.5130125284194946,-1.790063500404358,0.12089433521032333,1.3966145515441895,-1.8770134449005127
19,1,trot,1.0,0.14769427478313446,1.1649434566497803,1.616356611251831,0.4560299515724182,1.29461669921875,1.0814725160598755,-0.0037038475275039673,-0.5523267388343811,-0.985805332660675,1.3679418563842773,-0.3943265974521637,1.8069971799850464,-1.4680300951004028
19,2,trot,1.0,0.07860280573368073,-0.13721688091754913,0.39715826511383057,0.28190866112709045,0.3747704327106476,3.0766327381134033,-2.0064361095428467,-0.47872716188430786,1.8492090702056885,-3.7906954288482666,-0.28333064913749695,0.5094617009162903,-0.13574233651161194
19,3,trot,1.0,0.19959743320941925,0.09405729919672012,0.32071518898010254,1.9557620286941528,0.10015004873275757,-0.14350208640098572,1.9060150384902954,-0.7635139226913452,2.314225196838379,2.087428569793701,0.17146092653274536,1.111693263053894,0.37665390968322754
20,0,trot,1.0,-0.4534552991390228,-0.8644793629646301,-0.7313647866249084,2.0311479568481445,1.552282691001892,2.762010335922241,-1.3104429244995117,-0.17230795323848724,0.5948493480682373,-1.1073250770568848,-0.3724951148033142,0.6591216921806335,-1.3039199113845825
20,1,trot,1.0,0.1255761831998825,1.091779112815857,1.3379456996917725,1.1138373613357544,1.1649410724639893,0.6207361221313477,0.8561817407608032,-0.2032422125339508,-0.7563091516494751,2.4213883876800537,-0.48739567399024963,1.4453487396240234,-0.8894031643867493
20,2,trot,1.0,0.05693551152944565,-0.02293068915605545,0.30381807684898376,0.24598707258701324,0.0008628039504401386,1.7957161664962769,-3.027613401412964,-0.0343148373067379,1.090973973274231,-3.1726672649383545,-0.3086996376514435,0.2301749289035797,0.02803400531411171
20,3,trot,1.0,0.22051556408405304,0.16311994194984436,0.3806200623512268,2.2052600383758545,0.9059351086616516,1.4581878185272217,2.920159339904785,-1.3812404870986938,3.298140287399292,1.4837334156036377,-0.019800715148448944,1.2425994873046875,0.3138953745365143
21,0,trot,1.0,-0.5180729627609253,-0.8139714002609253,-1.2545462846755981,1.7081998586654663,1.6226999759674072,3.904289722442627,-2.5280466079711914,-0.3891356885433197,-0.41913193464279175,-0.45895862579345703,-0.5209033489227295,-0.41443565487861633,-0.3934944272041321
21,1,trot,1.0,0.07688303291797638,1.0823614597320557,0.9314712882041931,1.3528281450271606,1.1110877990722656,0.3143431544303894,1.2502565383911133,0.021227382123470306,-1.3026353120803833,3.2945244312286377,-0.5345563292503357,0.8847299218177795,-0.14510339498519897
21,2,trot,1.0,0.0472792312502861,0.15891051292419434,0.28439077734947205,0.288937509059906,-0.05438900738954544,0.6880189180374146,-3.255919933319092,0.04546026140451431,1.1968364715576172,-2.488995313644409,-0.28959888219833374,0.10929065942764282,0.10609849542379379
21,3,trot,1.0,0.2123243659734726,0.22153595089912415,0.31506723165512085,2.0666985511779785,1.4323304891586304,2.747718572616577,0.7152590751647949,-1.9346139430999756,3.541844129562378,0.5147410035133362,-0.15460389852523804,0.9734820127487183,0.4334675669670105
22,0,trot,1.0,-0.57353276014328,-0.4386518597602844,-1.6340726613998413,1.3465279340744019,1.362115502357483,3.96108341217041,-3.2748007774353027,-0.9890449047088623,-3.1269333362579346,-0.561711311340332,-0.36652758717536926,-1.305017352104187,0.3843722641468048
22,1,trot,1.0,0.004529175348579884,0.7405039072036743,0.77983158826828,2.0471863746643066,0.8437197208404541,-0.3336086869239807,2.0957159996032715,-0.2916952669620514,2.055664300918579,-1.251099705696106,-0.5807617902755737,0.13768413662910461,0.7060291767120361
22,2,trot,1.0,0.04674048349261284,0.27675214409828186,0.29147401452064514,0.333649218082428,0.12085428833961487,0.623367428779602,-3.41821551322937,0.029900524765253067,1.3189635276794434,-2.067095994949341,-0.34835943579673767,0.051970966160297394,0.13131210207939148
22,3,trot,1.0,0.18295888602733612,0.30530187487602234,0.2182077318429947,1.7042388916015625,1.1319323778152466,2.949796199798584,-1.7627592086791992,-1.5826258659362793,2.695500135421753,-2.1346535682678223,-0.11064031720161438,0.5387200117111206,0.6285693049430847
23,0,trot,1.0,-0.588108479976654,0.30392730236053467,-1.589674711227417,1.1197693347930908,1.007478952407837,2.86690616607666,-3.6278958320617676,-1.2339550256729126,-4.256589412689209,-1.9727472066879272,0.14524777233600616,-1.5843709707260132,0.6757425665855408
23,1,trot,1.0,-0.08715080469846725,-0.4864310622215271,1.7867546081542969,4.3386993408203125,0.5919480323791504,-1.1361650228500366,2.696377754211426,-0.2025216519832611,0.8590816259384155,0.029207143932580948,-0.424895703792572,-1.0475561618804932,1.9035636186599731
23,2,trot,1.0,0.05722557380795479,0.2975764274597168,0.3244861662387848,0.37675759196281433,0.21284380555152893,1.3719924688339233,-2.932960271835327,0.08550463616847992,1.0144658088684082,-2.8201639652252197,-0.43447980284690857,0.06553971767425537,0.1060025542974472
23,3,trot,1.0,0.15586718916893005,0.32779598236083984,0.09886359423398972,1.352940559387207,0.5240328907966614,2.8291990756988525,-2.7791519165039062,-0.8377229571342468,1.1183711290359497,-3.5969977378845215,-0.09942968934774399,0.10856477171182632,0.8237684369087219
24,0,trot,1.0,-0.5583798289299011,1.2374659776687622,-0.3889693021774292,0.8489539623260498,0.26925286650657654,0.6785411238670349,-3.602675676345825,-1.0820894241333008,-3.2472281455993652,-2.7655999660491943,0.5364778637886047,-1.2289438247680664,0.3441634774208069
24,1,trot,1.0,-0.16785967350006104,-1.4076124429702759,2.030569553375244,4.840097427368164,0.2686527669429779,-1.7074240446090698,3.4316086769104004,0.03615869581699371,0.019642621278762817,0.9222133159637451,-0.0038621872663497925,-1.3961560726165771,2.6252894401550293
24,2,trot,1.0,0.07881305366754532,0.28037381172180176,0.3868797719478607,0.4447195529937744,0.08281134068965912,1.8424738645553589,-2.46457576751709,0.2907392084598541,-0.025696497410535812,-3.498978614807129,-0.558811366558075,0.13823120296001434,0.059914201498031616
24,3,trot,1.0,0.1417521834373474,0.3109612464904785,0.033693455159664154,1.0614855289459229,0.23992790281772614,3.4786670207977295,-3.028515577316284,-0.34148576855659485,-0.2836984694004059,-4.380645751953125,-0.14602144062519073,-0.19711856544017792,0.9341127872467041
25,0,trot,1.0,-0.5070201754570007,1.5730856657028198,1.3851027488708496,0.449179083108902,-0.2669898271560669,-1.7204673290252686,-3.047154188156128,-0.7921764254570007,-1.328912615776062,-2.666186571121216,0.44453349709510803,0.03295261412858963,-0.31551647186279297
25,1,trot,1.0,-0.23298272490501404,-2.3789358139038086,3.1885178089141846,3.880618095397949,-0.33128488063812256,-2.0743091106414795,4.051684856414795,0.07852471619844437,-0.5426025390625,1.4963207244873047,1.1624908447265625,-0.07411137223243713,3.1249241828918457
25,2,trot,1.0,0.11342970281839371,0.35741880536079407,0.5534238219261169,0.5169761776924133,-0.10671786218881607,1.2399202585220337,-2.2127463817596436,0.4207627773284912,-1.0096004009246826,-3.374420404434204,-0.6153834462165833,0.3064034581184387,-0.003826719243079424
25,3,trot,1.0,0.14194552600383759,0.36833274364471436,0.05212356150150299,0.8404448628425598,0.08997809886932373,4.230033874511719,-2.6246211528778076,-0.12050670385360718,-0.9426550269126892,-4.729770660400391,-0.1814163625240326,-0.35189002752304077,0.9564892053604126
26,0,trot,1.0,-0.4608939290046692,1.4678399562835693,2.3113021850585938,0.37034931778907776,-0.3515269160270691,-3.2438504695892334,-2.346489191055298,-0.5082750916481018,-0.0716845914721489,-1.9650989770889282,0.32791203260421753,0.8324930667877197,-0.9301275610923767
26,1,trot,1.0,-0.29573169350624084,-2.7983202934265137,4.486744403839111,3.0849575996398926,-0.7560440897941589,-2.3765788078308105,4.0909423828125,0.00711292726919055,-1.3434585332870483,2.1450023651123047,1.6975704431533813,-0.32434386014938354,2.5243332386016846
26,2,trot,1.0,0.16112348437309265,0.5265676975250244,0.8137500882148743,0.4822228252887726,-0.20291414856910706,-0.31365257501602173,-1.9621409177780151,0.38380107283592224,-1.4622728824615479,-2.7373085021972656,-0.5973061323165894,0.6119663715362549,-0.10236754268407822
26,3,trot,1.0,0.15542691946029663,0.48753777146339417,0.2073509395122528,0.48137328028678894,-0.10836000740528107,4.080166816711426,-2.490948438644409,0.029866892844438553,-0.9071311354637146,-4.38675594329834,-0.1931796371936798,-0.32041630148887634,0.8731456995010376
27,0,trot,1.0,-0.4243690073490143,1.106750249862671,2.550368309020996,0.45254942774772644,-0.2584264576435089,-3.6590447425842285,-1.7755210399627686,-0.2872980237007141,-0.18380478024482727,-1.2476495504379272,0.30256009101867676,0.9958257079124451,-1.2942769527435303
