step,env,gait,vx_cmd,bvx,bvy,yaw_deg,ct_FL,ct_FR,ct_RL,ct_RR,cpg_r_FL,cpg_r_FR,cpg_r_RL,cpg_r_RR,cpg_theta_FL,cpg_theta_FR,cpg_theta_RL,cpg_theta_RR,FL_hip,FL_thigh,FL_calf,FR_hip,FR_thigh,FR_calf,RL_hip,RL_thigh,RL_calf,RR_hip,RR_thigh,RR_calf
11,0,walk,0.5,-0.00959718693047762,0.07996596395969391,-0.813009476459371,0,0,0,0,1.6338872909545898,1.9649665355682373,1.9529191255569458,1.914439082145691,1.5409362316131592,4.1665520668029785,5.876162528991699,2.687148332595825,-0.467824250459671,12.252427101135254,-4.0786004066467285,0.1578066051006317,0.46116364002227783,-0.5697845220565796,0.01778125762939453,7.084464073181152,3.0855329036712646,0.7901614904403687,-13.665719985961914,4.179291725158691
12,0,walk,0.5,-0.015140220522880554,0.10508979856967926,-1.0143621725308776,0,0,0,0,1.6417711973190308,1.9756865501403809,1.9174295663833618,1.9543137550354004,1.4984674453735352,4.311069011688232,6.029321193695068,2.805948257446289,0.40442320704460144,10.715271949768066,-2.151911973953247,-0.6452637314796448,2.7896242141723633,-0.43746474385261536,-0.09413086622953415,5.476860523223877,2.3335299491882324,0.8884263634681702,-11.818634033203125,4.667090892791748
13,0,walk,0.5,-0.017617423087358475,0.124349445104599,-1.159950749619167,0,0,0,0,1.601921558380127,1.981642484664917,1.8287571668624878,1.9760915040969849,1.5482919216156006,4.490649700164795,6.193751811981201,2.904155969619751,0.7303924560546875,6.94621467590332,-1.6440091133117676,-0.8782743215560913,4.888742923736572,-0.16389472782611847,-0.06150410696864128,3.542412519454956,0.9649307727813721,0.5723598003387451,-9.195062637329102,4.422761917114258
14,0,walk,0.5,-0.014862035401165485,0.13811621069908142,-1.2494001876501233,0,0,0,0,1.5601567029953003,1.9882762432098389,1.7518641948699951,1.9876797199249268,1.659766674041748,4.6965742111206055,0.09524661302566528,3.045114517211914,0.672612190246582,2.939404249191284,-1.50355064868927,-0.5925837755203247,6.610140323638916,0.378722608089447,-0.16677363216876984,2.151562213897705,-1.1663532257080078,0.15540875494480133,-6.853755474090576,4.605509281158447
15,0,walk,0.5,-0.006282833870500326,0.14772231876850128,-1.2938967356586408,0,0,0,0,1.618964672088623,1.9735814332962036,1.7385151386260986,1.9937281608581543,1.8158597946166992,4.956799030303955,0.3080015778541565,3.26391339302063,0.9005686044692993,-0.9504004120826721,-0.00040900707244873047,-0.10617829859256744,8.016132354736328,1.2934764623641968,-0.3802553117275238,2.636467218399048,-3.898745059967041,-0.05967596173286438,-4.740015029907227,4.592207908630371
16,0,walk,0.5,-0.002504396717995405,0.15303178131580353,-1.290194239519965,0,0,0,0,1.7430258989334106,1.9004156589508057,1.7881066799163818,1.9772344827651978,1.967682123184204,5.158976078033447,0.5471588373184204,3.5303750038146973,0.3097381293773651,-4.659256935119629,9.687402780400589e-06,-0.017768103629350662,8.263921737670898,1.971924901008606,-0.312145859003067,3.8857614994049072,-5.530521392822266,0.00957927480340004,-2.1493656635284424,2.846111536026001
17,0,walk,0.5,-0.006202062591910362,0.15429693460464478,-1.233790857519117,0,0,0,0,1.8444432020187378,1.7891483306884766,1.8593814373016357,1.939746618270874,2.130021810531616,5.362905979156494,0.7665358781814575,3.773038864135742,0.10351158678531647,-8.27750301361084,0.28737348318099976,-0.15972907841205597,7.28898286819458,1.9759166240692139,-0.009264185093343258,4.868656158447266,-6.062770366668701,0.07667768746614456,0.8243953585624695,1.3802365064620972
18,0,walk,0.5,-0.020213657990098,0.15178696811199188,-1.1306653530573854,0,1,0,0,1.911369800567627,1.702598214149475,1.9155904054641724,1.8632584810256958,2.297585964202881,5.565390586853027,0.9878522157669067,4.018871307373047,-0.12840965390205383,-10.690936088562012,1.663149356842041,-1.2014257907867432,4.445799350738525,-4.791299343109131,0.5338499546051025,4.8072028160095215,-6.4331512451171875,0.26074501872062683,3.939607858657837,0.5060304403305054
19,0,walk,0.5,-0.018949801102280617,0.16413094103336334,-0.9676431449994615,0,1,0,1,1.9514247179031372,1.7223352193832397,1.952154278755188,1.7408283948898315,2.53173828125,5.78829288482666,1.1938493251800537,4.357345104217529,-0.15496093034744263,-12.040692329406738,3.818894386291504,-0.874809205532074,4.563060760498047,-4.196848392486572,1.3404842615127563,3.589322328567505,-6.657055377960205,-0.4427639842033386,3.5279293060302734,-6.308910846710205
20,0,walk,0.5,0.021083032712340355,0.214004784822464,-0.7194863108361781,0,1,0,1,1.9740873575210571,1.8053005933761597,1.9704688787460327,1.5955651998519897,2.7385334968566895,5.975780010223389,1.3630037307739258,4.676303863525391,-0.5313048362731934,-11.67776870727539,5.455741882324219,-0.30340903997421265,4.37706995010376,-3.3475615978240967,1.2172077894210815,0.8716207146644592,-6.282440662384033,0.4347279369831085,3.7509896755218506,-6.275207996368408
21,0,walk,0.5,0.033385951071977615,0.2964911162853241,-0.33838085833480147,0,1,0,0,1.9864490032196045,1.8585871458053589,1.9726744890213013,1.5011818408966064,2.930635452270508,6.132412910461426,1.4993059635162354,4.917060375213623,-0.08901026844978333,-2.9439592361450195,-4.495428085327148,-0.04599093645811081,4.028932094573975,-2.52803373336792,0.3386450409889221,-2.302617311477661,-5.419181823730469,1.4215264320373535,3.478739023208618,-5.697511672973633
22,0,walk,0.5,-0.11611887812614441,0.34243473410606384,0.21211684741982184,0,1,1,0,1.99302077293396,1.8971468210220337,1.975447654724121,1.5286803245544434,3.128488779067993,0.1068730503320694,1.720216155052185,5.096219539642334,-1.3996976613998413,0.11614325642585754,-3.9167661666870117,-1.0811342000961304,3.1731104850769043,-1.5323914289474487,1.7683095932006836,9.036243438720703,-6.7755022048950195,1.097624659538269,3.4129996299743652,-5.374030113220215
23,0,walk,0.5,-0.2519579827785492,0.2251981943845749,0.9706350880210444,0,0,1,0,1.9964487552642822,1.9354054927825928,1.9832279682159424,1.4954335689544678,3.340879201889038,0.4481235146522522,2.0522899627685547,5.32215690612793,-3.815047025680542,-1.2764438390731812,-3.5890252590179443,-2.5616562366485596,2.6671953201293945,-1.9319519996643066,1.3065543174743652,2.2366132736206055,-3.0906479358673096,0.39044976234436035,1.5077277421951294,-3.6524317264556885
24,0,walk,0.5,-0.3325805366039276,0.0982525423169136,1.8602797138547815,0,1,1,1,1.9982104301452637,1.9623862504959106,1.9897804260253906,1.438393235206604,3.560269832611084,0.6621446013450623,2.234178304672241,5.5337910652160645,-1.5929378271102905,-4.260805130004883,-1.7860844135284424,-1.9249982833862305,4.079719066619873,-2.5974464416503906,0.9445613026618958,-3.1033103466033936,-0.23516955971717834,-0.4157041907310486,0.5248612761497498,-2.49712872505188
25,0,walk,0.5,-0.005007896106690168,-0.23244434595108032,2.483983773999785,0,1,1,1,1.9991053342819214,1.9561421871185303,1.9941542148590088,1.49917733669281,3.7617990970611572,0.8405513167381287,2.3449387550354004,5.662741184234619,-2.4631242752075195,-0.8900941610336304,1.001540184020996,1.650923252105713,5.624906063079834,-2.0148489475250244,-0.20930369198322296,-3.86746883392334,1.2720890045166016,-1.5243861675262451,1.1891064643859863,-1.9459091424942017
26,0,walk,0.5,-0.03707638010382652,-0.35900986194610596,3.076043781163531,0,1,1,1,1.9995558261871338,1.8700898885726929,1.9967875480651855,1.6374294757843018,3.969698667526245,1.036770224571228,2.4947397708892822,5.700881004333496,-1.6783381700515747,-2.106309413909912,1.2273067235946655,2.1800320148468018,4.223644733428955,-2.336930274963379,0.25684747099876404,-6.255451202392578,2.913424253463745,-0.4581069052219391,1.465090274810791,-0.4054316282272339
27,0,walk,0.5,-0.02536403201520443,-0.43713271617889404,3.8158158071955,0,0,1,1,1.9997807741165161,1.7354120016098022,1.9982833862304688,1.7618632316589355,4.175138473510742,1.1929796934127808,2.6310648918151855,5.763565540313721,-1.4556602239608765,-2.546079635620117,1.5968303680419922,1.7097855806350708,1.3719844818115234,-3.4894697666168213,0.5933927893638611,-8.312173843383789,3.816530466079712,-0.32112008333206177,3.1228528022766113,0.5864121913909912
28,0,walk,0.5,0.03339950740337372,-0.48718565702438354,4.595114778284567,1,0,0,1,1.9998924732208252,1.6554116010665894,1.9991010427474976,1.8379851579666138,4.308327674865723,1.286049485206604,2.741126298904419,5.866184234619141,-0.6281518936157227,-1.2514199018478394,1.6766437292099,1.337170124053955,-1.0345869064331055,-3.6473512649536133,0.4064297080039978,-11.135041236877441,3.852564573287964,-0.5283941626548767,4.906685829162598,1.7353521585464478
29,0,walk,0.5,0.11229018121957779,-0.5205892324447632,5.3125121718126325,1,0,0,1,1.9999475479125977,1.6898003816604614,1.9995365142822266,1.892819881439209,4.408799648284912,1.360840916633606,2.7735090255737305,5.965033054351807,0.9416470527648926,0.5407787561416626,2.0134894847869873,1.2734014987945557,-2.0135960578918457,-2.98048734664917,-0.6427792906761169,-15.079693794250488,3.5963408946990967,-0.6635324954986572,6.255593299865723,3.543896198272705
30,0,walk,0.5,0.19519761204719543,-0.5324735641479492,5.933784044282876,1,0,0,1,1.9999744892120361,1.7523138523101807,1.9997639656066895,1.9357694387435913,4.471893787384033,1.461846947669983,2.830294132232666,6.048829078674316,2.1695470809936523,2.302069902420044,2.3963277339935303,1.124672770500183,-2.4210269451141357,-2.34906005859375,-1.876980185508728,-15.57374382019043,3.3211851119995117,-0.6903246641159058,7.3121442794799805,6.1562275886535645
31,0,walk,0.5,0.28977686166763306,-0.5288755893707275,6.43127794795368,1,0,0,1,1.9999876022338867,1.7807679176330566,1.9998809099197388,1.9636297225952148,4.573825836181641,1.5384631156921387,2.8986315727233887,6.11181116104126,2.6819851398468018,3.988114833831787,2.7546939849853516,0.7346798181533813,-2.8456156253814697,-1.8330296277999878,-2.0848710536956787,-12.296728134155273,2.9725401401519775,-0.3303729295730591,6.458316802978516,7.126944541931152
32,0,walk,0.5,0.38898786902427673,-0.5146468877792358,6.821356454755455,1,0,0,1,1.999993920326233,1.7915878295898438,1.9999403953552246,1.9666002988815308,4.670492649078369,1.6237481832504272,2.9931390285491943,6.167333602905273,2.4703831672668457,5.148857116699219,3.2623414993286133,0.1547948122024536,-3.3057191371917725,-1.5425235033035278,-1.6385698318481445,-8.76087760925293,3.0389716625213623,0.16835474967956543,4.616843223571777,4.192842483520508
33,0,walk,0.5,0.48860228061676025,-0.4844834506511688,7.123948349139006,1,0,1,0,1.9999970197677612,1.800826907157898,1.9999703168869019,1.951119065284729,4.748628616333008,1.677896499633789,3.1038007736206055,6.22443151473999,2.0444140434265137,5.797843933105469,3.985711097717285,-0.0706290677189827,-3.4603519439697266,-1.2358205318450928,-0.8444604873657227,-5.620865345001221,2.7591168880462646,1.1202396154403687,2.6290276050567627,1.9621156454086304
34,0,walk,0.5,0.5798031091690063,-0.44187766313552856,7.368869968152378,1,0,1,0,1.9999984502792358,1.8034307956695557,1.9883177280426025,1.9505177736282349,4.823982238769531,1.7490392923355103,3.1985974311828613,0.006019115447998047,1.1230616569519043,5.827166557312012,4.492809772491455,-0.7160334587097168,-3.608250856399536,-4.0598621126264334e-05,-0.5400866866111755,-3.2920172214508057,2.603764772415161,1.4426159858703613,1.6723262071609497,1.0728473663330078
35,0,walk,0.5,0.6633508801460266,-0.408919095993042,7.542186018341451,1,0,0,0,1.9983782768249512,1.8350893259048462,1.980792760848999,1.8500995635986328,4.992130279541016,1.867024302482605,3.476686716079712,0.16717901825904846,0.4860891103744507,5.968796730041504,4.617867469787598,-0.5689566135406494,-4.486269950866699,0.0010632071644067764,-0.41578441858291626,-1.386457920074463,2.0021474361419678,0.357338011264801,3.0450949668884277,2.5223476886749268
36,0,walk,0.5,0.713644802570343,-0.4103367030620575,7.646426657906893,0,0,0,0,1.9856643676757812,1.8900878429412842,1.9848405122756958,1.619706392288208,5.193201541900635,2.04289174079895,3.7238075733184814,0.48781493306159973,0.1023615300655365,6.351581573486328,5.374447345733643,-0.7895730137825012,-7.070771217346191,0.0013978425413370132,0.0323290191590786,0.8075215816497803,0.9618784785270691,-0.2923574447631836,5.946567058563232,4.163200378417969
37,0,walk,0.5,0.7196336984634399,-0.4187051057815552,7.67660926384918,0,0,0,0,1.962450623512268,1.9338728189468384,1.9901355504989624,1.3895988464355469,5.40008020401001,2.23703932762146,3.9819018840789795,0.781248152256012,0.017439961433410645,6.841429710388184,5.850490570068359,-0.652900218963623,-9.997239112854004,1.139526128768921,0.2388835996389389,3.0278754234313965,0.20617301762104034,-0.6986773610115051,5.799768447875977,-0.18109947443008423
38,0,walk,0.5,0.7129061818122864,-0.4300578236579895,7.623174132651231,0,0,1,0,1.9410648345947266,1.9624648094177246,1.994140863418579,1.2270033359527588,5.60008430480957,2.4318482875823975,4.22022819519043,1.0259159803390503,0.20896416902542114,6.522246837615967,5.265897750854492,-0.06489711254835129,-11.606047630310059,2.942621946334839,0.38084670901298523,4.945600509643555,-0.6447738409042358,-1.0607521533966064,3.379733085632324,-3.516756057739258
39,0,walk,0.5,0.7111086845397949,-0.4431810975074768,7.516556587254625,0,0,1,0,1.9240354299545288,1.9794803857803345,1.9967007637023926,1.1398863792419434,5.776113033294678,2.610450506210327,4.43596887588501,1.2308024168014526,0.07692969590425491,5.843557357788086,4.513652801513672,0.3102829158306122,-11.394538879394531,4.3520588874816895,0.42308512330055237,6.2491302490234375,-0.9049652218818665,-0.9714087247848511,1.331572413444519,-4.398134708404541
40,0,walk,0.5,0.7163199782371521,-0.4575017988681793,7.388099511986902,0,0,1,0,1.9058071374893188,1.989073634147644,1.9897351264953613,1.142971396446228,5.927478313446045,2.7777068614959717,4.628331184387207,1.3992282152175903,-0.030253782868385315,4.613885879516602,3.352201223373413,0.3508574068546295,-9.957588195800781,5.168562412261963,0.33849331736564636,7.094925403594971,-0.6537871360778809,-0.6387707591056824,0.45370733737945557,-3.817033052444458
41,0,walk,0.5,0.7262952923774719,-0.4722473621368408,7.25428756840989,0,0,1,0,1.9014520645141602,1.9942940473556519,1.939296841621399,1.230658769607544,6.064908981323242,2.950150728225708,4.811070442199707,1.5423187017440796,-0.06429902464151382,3.300720453262329,2.318072557449341,0.19078129529953003,-8.078876495361328,5.675745964050293,0.25434666872024536,7.4800238609313965,-0.01727306842803955,-0.3911515772342682,0.05823002755641937,-2.7908365726470947
42,0,walk,0.5,0.7219027280807495,-0.4834299087524414,7.1184376671392755,0,1,1,0,1.9214116334915161,1.9970643520355225,1.7918003797531128,1.3553547859191895,6.216763496398926,3.141336441040039,4.997897624969482,1.690817952156067,-0.08771616965532303,2.2634565830230713,1.627393126487732,0.4165160357952118,-3.799203872680664,1.2147449254989624,0.21278783679008484,7.050187587738037,0.6962710618972778,-0.2674972712993622,-0.9124689102172852,-1.9169467687606812
43,0,walk,0.5,0.6912095546722412,-0.47698283195495605,6.974924293619906,0,1,0,0,1.9486459493637085,1.9985073804855347,1.588657021522522,1.469644546508789,0.1232665628194809,3.3404126167297363,5.1841511726379395,1.8619155883789062,-0.33485695719718933,2.282348394393921,0.016879331320524216,0.1318894624710083,-1.2625187635421753,0.7014893293380737,0.30234506726264954,5.699981689453125,1.592771291732788,-0.07632088661193848,-3.041724920272827,-1.0903010368347168
44,0,walk,0.5,0.6517491340637207,-0.4641570448875427,6.825602271098265,0,1,0,0,1.9694268703460693,1.9992483854293823,1.4822431802749634,1.5934162139892578,0.3158503770828247,3.5649850368499756,5.354809761047363,2.045793294906616,-0.5018873810768127,3.4372637271881104,-2.366549253463745,0.5250091552734375,0.5583465099334717,0.14928315579891205,0.5776808261871338,4.090785026550293,0.4636046886444092,-0.10401663184165955,-5.93695068359375,0.010719344019889832
45,0,walk,0.5,0.6119956374168396,-0.4430883228778839,6.671686519472965,0,1,0,0,1.9827589988708496,1.9996243715286255,1.5542330741882324,1.7276854515075684,0.49502289295196533,3.7814981937408447,5.533330917358398,2.1904172897338867,-0.5391526818275452,4.212983131408691,-3.886399507522583,1.0736541748046875,2.627774953842163,-0.5924923419952393,0.681745707988739,3.269897937774658,-0.032522052526474,-0.22217725217342377,-8.612229347229004,0.6812556385993958
46,0,walk,0.5,0.5851944088935852,-0.4151650071144104,6.513047692036603,0,1,0,0,1.9813483953475952,1.9811428785324097,1.70004141330719,1.83574640750885,0.6642985939979553,3.9862139225006104,5.66538143157959,2.2996740341186523,-0.433106392621994,4.331854343414307,-4.886779308319092,0.8177813291549683,2.93239164352417,-0.6179143786430359,0.3307981491088867,3.384795665740967,0.21810370683670044,-0.10061933100223541,-9.960935592651367,1.495532512664795
47,0,walk,0.5,0.5625994801521301,-0.3927989602088928,6.3578871384350695,0,0,0,1,1.972571611404419,1.9296594858169556,1.8186324834823608,1.9066195487976074,0.8229956030845642,4.132227897644043,5.77205228805542,2.384456157684326,-0.21839100122451782,3.771913766860962,-5.555421352386475,0.21929708123207092,3.054234743118286,-0.5800085663795471,-0.08974135667085648,3.602114200592041,0.4337660074234009,0.5343620777130127,-7.3190999031066895,-2.049304485321045
48,0,walk,0.5,0.5377930998802185,-0.3628529906272888,6.160691039360339,0,0,0,1,1.9735239744186401,1.9106608629226685,1.8967368602752686,1.948896884918213,0.9650609493255615,4.284190654754639,5.8881659507751465,2.485793352127075,0.45099297165870667,2.792854070663452,-5.795773983001709,0.1806504726409912,2.802006959915161,-0.5735703706741333,-0.2846800684928894,2.887298822402954,-1.0010545253753662,-0.4602532982826233,-6.494782447814941,-1.252477765083313
49,0,walk,0.5,0.5239659547805786,-0.33314236998558044,5.9262563220438755,0,0,0,1,1.9814852476119995,1.9328538179397583,1.9434318542480469,1.97276771068573,1.12163245677948,4.45503044128418,6.0288825035095215,2.6810033321380615,0.6168625950813293,1.6154351234436035,-5.817800521850586,0.32798051834106445,2.4764983654022217,-0.5196388959884644,-0.41697588562965393,2.7461040019989014,1.9929572343826294,-0.6423509120941162,-6.132383346557617,-0.512137770652771
50,0,walk,0.5,0.5109736919403076,-0.2976504862308502,5.652740969843892,0,0,0,1,1.9885867834091187,1.95720374584198,1.9698337316513062,1.9857704639434814,1.3025593757629395,4.609500408172607,6.214877605438232,2.8593692779541016,0.6566169261932373,-0.20839615166187286,-5.8521199226379395,0.5379400849342346,2.120821475982666,-0.36895987391471863,-0.550954282283783,2.0031518936157227,-0.5047707557678223,-0.71084064245224,-5.569238662719727,0.2537285089492798
51,0,walk,0.5,0.5017480254173279,-0.23897232115268707,5.339541364792488,0,0,0,1,1.9934256076812744,1.9748693704605103,1.9842287302017212,1.992676019668579,1.4712951183319092,4.789526462554932,0.10893961787223816,3.0887579917907715,1.0877882242202759,-2.7184298038482666,-5.500673770904541,0.8948695659637451,2.188148021697998,-0.40818652510643005,-1.0303025245666504,2.814730405807495,3.5046989917755127,-0.8271828293800354,-0.6377792358398438,0.5006445050239563
52,0,walk,0.5,0.46250584721565247,-0.16947948932647705,4.941962456508393,0,0,0,1,1.9963703155517578,1.9859510660171509,1.9918791055679321,1.9332880973815918,1.686960220336914,4.975168228149414,0.3479539155960083,3.330277442932129,1.0907866954803467,-6.071289539337158,-4.777430057525635,1.2310019731521606,3.0125927925109863,-0.16205738484859467,-2.0448074340820312,5.687416076660156,3.1809446811676025,-0.3272990882396698,-1.5844310522079468,1.2589768171310425
53,0,walk,0.5,0.4309977889060974,-0.1141892746090889,4.509271680135377,0,0,0,1,1.9980536699295044,1.99239981174469,1.9958685636520386,1.7534345388412476,1.9223041534423828,5.169657230377197,0.5825190544128418,3.5897750854492188,0.6124991178512573,-10.582976341247559,-3.0393142700195312,0.8963839411735535,4.097691535949707,0.5276676416397095,-1.5556408166885376,7.857345104217529,0.1308414489030838,0.22249817848205566,0.5321254730224609,1.1512198448181152
54,0,walk,0.5,0.4369742274284363,-0.05780106410384178,4.138311299707291,0,0,0,1,1.9989782571792603,1.986072063446045,1.997918725013733,1.5155569314956665,2.1606836318969727,5.368425369262695,0.7768616676330566,3.874600887298584,-0.22041799128055573,-14.296499252319336,-0.3731394410133362,0.1984105110168457,4.7459282875061035,1.6092931032180786,-0.3525243401527405,7.638346195220947,-2.7251386642456055,0.5192015171051025,1.2112234830856323,1.007873296737671
55,0,walk,0.5,0.47753602266311646,-0.005696446169167757,3.8943130368923407,0,1,0,1,1.9994721412658691,1.9701662063598633,1.998960018157959,1.314405083656311,2.3633439540863037,5.559961795806885,0.9601945281028748,4.123718738555908,-1.0030263662338257,-15.2808198928833,2.1288487911224365,-0.6298364996910095,5.570512771606445,2.5848588943481445,0.5820541977882385,6.117814540863037,-4.6625657081604,0.7299444079399109,1.7062666416168213,0.9260440468788147
56,0,walk,0.5,0.5330966711044312,0.04079177603125572,3.7785677974436584,0,1,0,1,1.9997305870056152,1.961132526397705,1.9927161931991577,1.1799408197402954,2.535463809967041,5.750226020812988,1.144151210784912,4.365461349487305,-1.2828025817871094,-13.916111946105957,3.691121816635132,-0.6566124558448792,5.598924160003662,2.124631881713867,0.8704671263694763,3.6853432655334473,-5.770765781402588,1.0514518022537231,2.0847702026367188,0.966276228427887
57,0,walk,0.5,0.6005144715309143,0.07894133776426315,3.7766600402311092,0,0,0,1,1.999863862991333,1.9595730304718018,1.954911708831787,1.167096495628357,2.6913485527038574,5.931077480316162,1.3148733377456665,4.608011245727539,-1.0484105348587036,-11.562116622924805,4.460850238800049,-1.349653720855713,5.385122299194336,5.920842170715332,0.5767967700958252,0.42129069566726685,-5.987685680389404,1.2146103382110596,2.142805814743042,1.159515142440796
58,0,walk,0.5,0.6665001511573792,0.10615189373493195,3.8451373824155413,0,0,0,1,1.999931812286377,1.9538917541503906,1.8572720289230347,1.2977100610733032,2.821030378341675,6.151260852813721,1.4728151559829712,4.787561416625977,-0.7121326327323914,-8.930091857910156,4.5962443351745605,-1.640563726425171,5.0033416748046875,7.563755989074707,0.14360812306404114,-2.9960386753082275,-5.463175296783447,1.136183500289917,1.9560588598251343,1.4225375652313232
59,0,walk,0.5,0.7287941575050354,0.1269601434469223,3.943739700821138,0,0,0,1,1.999966025352478,1.9562784433364868,1.7209452390670776,1.4862171411514282,2.989989757537842,0.09530626237392426,1.6165850162506104,4.898986339569092,-0.3807803690433502,-6.707135200500488,5.0715179443359375,-1.5442957878112793,5.242732524871826,7.036161422729492,-0.33496659994125366,-5.479777812957764,-4.35073184967041,0.8377448916435242,1.7879798412322998,1.586936116218567
60,0,walk,0.5,0.7855119705200195,0.14214538037776947,4.040933719597243,0,0,0,1,1.9231326580047607,1.9164520502090454,1.6151280403137207,1.627690315246582,3.189484119415283,0.3414810299873352,1.750184178352356,5.019556999206543,-0.22200816869735718,-4.258377552032471,5.214336395263672,-1.2428709268569946,7.576718807220459,3.8452188968658447,-0.5350882411003113,-6.456042766571045,-2.990260601043701,0.43831944465637207,1.7234292030334473,1.5641436576843262
