step,env,leg,contact,foot_world_x,foot_slip_vx
258,0,FL,1,2.2700676918029785,0.0560760498046875
258,0,FR,0,2.2497634887695312,3.6828041076660156
258,0,RL,0,1.4962557554244995,2.57188081741333
258,0,RR,1,1.673883318901062,0.0973820686340332
259,0,FL,1,2.270832061767578,0.07643699645996094
259,0,FR,0,2.2885236740112305,3.876018524169922
259,0,RL,0,1.5261611938476562,2.990543842315674
259,0,RR,1,1.67483389377594,0.09505748748779297
260,0,FL,1,2.271805763244629,0.09737014770507812
260,0,FR,0,2.3277502059936523,3.9226531982421875
260,0,RL,0,1.5595520734786987,3.339087963104248
260,0,RR,1,1.6757551431655884,0.09212493896484375
261,0,FL,1,2.2729809284210205,0.11751651763916016
261,0,FR,0,2.3661649227142334,3.8414716720581055
261,0,RL,0,1.5947434902191162,3.519141674041748
261,0,RR,1,1.6766538619995117,0.08987188339233398
262,0,FL,1,2.274331569671631,0.13506412506103516
262,0,FR,0,2.4027581214904785,3.6593198776245117
262,0,RL,0,1.630098819732666,3.5355329513549805
262,0,RR,1,1.6775473356246948,0.08934736251831055
263,0,FL,1,2.275822162628174,0.14905929565429688
263,0,FR,0,2.436872959136963,3.4114837646484375
263,0,RL,0,1.6645004749298096,3.4401655197143555
263,0,RR,1,1.6784602403640747,0.09129047393798828
264,0,FL,1,2.277416467666626,0.15943050384521484
264,0,FR,0,2.4683384895324707,3.1465530395507812
264,0,RL,0,1.6974300146102905,3.2929539680480957
264,0,RR,1,1.6794155836105347,0.0955343246459961
265,0,FL,1,2.2790820598602295,0.16655921936035156
265,0,FR,0,2.4973859786987305,2.9047489166259766
265,0,RL,0,1.728859543800354,3.1429529190063477
265,0,RR,1,1.6804251670837402,0.10095834732055664
266,0,FL,1,2.2807936668395996,0.17116069793701172
266,0,FR,0,2.524421453475952,2.703547477722168
266,0,RL,0,1.758920431137085,3.0060887336730957
266,0,RR,1,1.6814920902252197,0.10669231414794922
267,0,FL,1,2.2825331687927246,0.1739501953125
267,0,FR,0,2.54976487159729,2.534341812133789
267,0,RL,1,1.7831579446792603,2.4237513542175293
267,0,RR,1,1.6826200485229492,0.11279582977294922
268,0,FL,1,2.284179210662842,0.16460418701171875
268,0,FR,0,2.5724596977233887,2.2694826126098633
268,0,RL,1,1.785412311553955,0.22543668746948242
268,0,RR,1,1.6839262247085571,0.13061761856079102
269,0,FL,1,2.285687208175659,0.15079975128173828
269,0,FR,0,2.589141607284546,1.6681909561157227
269,0,RL,1,1.7868273258209229,0.14150142669677734
269,0,RR,0,1.6849682331085205,0.10420083999633789
270,0,FL,1,2.2869277000427246,0.12404918670654297
270,0,FR,0,2.5983197689056396,0.917816162109375
270,0,RL,1,1.7883716821670532,0.1544356346130371
270,0,RR,0,1.6893447637557983,0.4376530647277832
271,0,FL,0,2.2861135005950928,-0.0814199447631836
271,0,FR,0,2.601240396499634,0.29206275939941406
271,0,RL,1,1.789954662322998,0.15829801559448242
271,0,RR,0,1.7022216320037842,1.287686824798584
272,0,FL,0,2.2867257595062256,0.06122589111328125
272,0,FR,1,2.60151743888855,0.027704238891601562
272,0,RL,1,1.7915444374084473,0.15897750854492188
272,0,RR,0,1.723183035850525,2.0961403846740723
273,0,FL,0,2.291022539138794,0.42967796325683594
273,0,FR,1,2.602139472961426,0.062203407287597656
273,0,RL,1,1.7930705547332764,0.15261173248291016
273,0,RR,0,1.7486109733581543,2.5427937507629395
274,0,FL,0,2.3009016513824463,0.9879112243652344
274,0,FR,1,2.6028358936309814,0.0696420669555664
274,0,RL,1,1.7943497896194458,0.12792348861694336
274,0,RR,0,1.77437162399292,2.5760650634765625
275,0,FL,0,2.3178489208221436,1.6947269439697266
275,0,FR,1,2.6036417484283447,0.08058547973632812
275,0,RL,1,1.7936301231384277,-0.07196664810180664
275,0,RR,0,1.7978955507278442,2.3523926734924316
276,0,FL,0,2.342613935470581,2.47650146484375
276,0,FR,1,2.6045618057250977,0.09200572967529297
276,0,RL,1,1.7901036739349365,-0.3526449203491211
276,0,RR,0,1.8191553354263306,2.125978469848633
277,0,FL,0,2.374650001525879,3.203606605529785
277,0,FR,1,2.6055891513824463,0.10273456573486328
277,0,RL,1,1.7854504585266113,-0.46532154083251953
277,0,RR,0,1.8398104906082153,2.0655155181884766
278,0,FL,0,2.412677526473999,3.8027524948120117
278,0,FR,1,2.606715440750122,0.11262893676757812
278,0,RL,1,1.7821505069732666,-0.32999515533447266
278,0,RR,0,1.861694574356079,2.188408374786377
279,0,FL,0,2.455054998397827,4.2377471923828125
279,0,FR,1,2.607936143875122,0.1220703125
279,0,RL,1,1.782180666923523,0.0030159950256347656
279,0,RR,0,1.8857438564300537,2.404928207397461
280,0,FL,0,2.499828577041626,4.477357864379883
280,0,FR,1,2.609240770339966,0.130462646484375
280,0,RL,1,1.783217430114746,0.10367631912231445
280,0,RR,0,1.9119601249694824,2.621626853942871
281,0,FL,0,2.544957160949707,4.5128583908081055
281,0,FR,1,2.6106178760528564,0.1377105712890625
281,0,RL,1,1.7842861413955688,0.10687112808227539
281,0,RR,0,1.9403825998306274,2.842247486114502
282,0,FL,0,2.5885558128356934,4.359865188598633
282,0,FR,1,2.6120476722717285,0.14297962188720703
282,0,RL,1,1.7853991985321045,0.11130571365356445
282,0,RR,0,1.9714604616165161,3.107786178588867
283,0,FL,0,2.6291534900665283,4.059767723083496
283,0,FR,1,2.613515615463257,0.14679431915283203
283,0,RL,1,1.7865684032440186,0.11692047119140625
283,0,RR,0,2.0055227279663086,3.406226634979248
284,0,FL,0,2.6657376289367676,3.658413887023926
284,0,FR,1,2.6150057315826416,0.14901161193847656
284,0,RL,1,1.7877939939498901,0.1225590705871582
284,0,RR,0,2.042069673538208,3.6546945571899414
285,0,FL,0,2.683511734008789,1.7774105072021484
285,0,FR,1,2.6165194511413574,0.15137195587158203
285,0,RL,1,1.7890493869781494,0.12553930282592773
285,0,RR,0,2.0797698497772217,3.770017623901367
286,0,FL,0,2.6844379901885986,0.09262561798095703
286,0,FR,0,2.6157450675964355,-0.0774383544921875
286,0,RL,0,1.796890377998352,0.7840991020202637
286,0,RR,0,2.1173746585845947,3.7604808807373047
287,0,FL,0,2.6854701042175293,0.1032114028930664
287,0,FR,0,2.615036725997925,-0.07083415985107422
287,0,RL,0,1.8174344301223755,2.0544052124023438
287,0,RR,0,2.152862787246704,3.5488128662109375
288,0,FL,0,2.686683416366577,0.12133121490478516
288,0,FR,0,2.620374917984009,0.5338191986083984
288,0,RL,0,1.8451470136642456,2.7712583541870117
288,0,RR,1,2.182147741317749,2.928495407104492
289,0,FL,0,2.6878695487976074,0.11861324310302734
289,0,FR,0,2.6359481811523438,1.557326316833496
289,0,RL,0,1.8765244483947754,3.1377434730529785
289,0,RR,1,2.1849985122680664,0.2850770950317383
290,0,FL,0,2.688918352127075,0.10488033294677734
290,0,FR,0,2.6618752479553223,2.5927066802978516
290,0,RL,0,1.9101274013519287,3.360295295715332
290,0,RR,1,2.185650110244751,0.06515979766845703
291,0,FL,1,2.6899688243865967,0.10504722595214844
291,0,FR,0,2.694965362548828,3.309011459350586
291,0,RL,0,1.9443705081939697,3.4243106842041016
291,0,RR,1,2.1864078044891357,0.07576942443847656
292,0,FL,1,2.691042184829712,0.10733604431152344
292,0,FR,0,2.732295036315918,3.7329673767089844
292,0,RL,0,1.9793649911880493,3.499448299407959
292,0,RR,1,2.1872174739837646,0.08096694946289062
293,0,FL,1,2.6921374797821045,0.10952949523925781
293,0,FR,0,2.7716317176818848,3.9336681365966797
293,0,RL,0,2.015347957611084,3.598296642303467
293,0,RR,1,2.188047409057617,0.0829935073852539
294,0,FL,1,2.6932640075683594,0.11265277862548828
294,0,FR,0,2.8111937046051025,3.9561986923217773
294,0,RL,0,2.0518109798431396,3.6463022232055664
294,0,RR,1,2.18888258934021,0.08351802825927734
295,0,FL,1,2.694422960281372,0.11589527130126953
295,0,FR,0,2.849524736404419,3.8331031799316406
295,0,RL,0,2.0878772735595703,3.6066293716430664
295,0,RR,1,2.1897053718566895,0.08227825164794922
296,0,FL,1,2.6956074237823486,0.11844635009765625
296,0,FR,0,2.885467767715454,3.5943031311035156
296,0,RL,0,2.1225547790527344,3.4677505493164062
296,0,RR,1,2.190516710281372,0.08113384246826172
297,0,FL,1,2.696810483932495,0.12030601501464844
297,0,FR,0,2.9182980060577393,3.2830238342285156
297,0,RL,0,2.1550886631011963,3.2533884048461914
297,0,RR,1,2.1913323402404785,0.08156299591064453
298,0,FL,1,2.6980135440826416,0.12030601501464844
298,0,FR,0,2.9478235244750977,2.95255184173584
298,0,RL,0,2.18515944480896,3.007078170776367
298,0,RR,1,2.1921584606170654,0.0826120376586914
299,0,FL,1,2.699204683303833,0.11911392211914062
299,0,FR,0,2.9742863178253174,2.6462793350219727
299,0,RL,0,2.2128710746765137,2.771162986755371
299,0,RR,1,2.1930084228515625,0.08499622344970703
300,0,FL,1,2.700376272201538,0.11715888977050781
300,0,FR,0,2.9981191158294678,2.383279800415039
300,0,RL,0,2.238475799560547,2.5604724884033203
300,0,RR,1,2.1938834190368652,0.08749961853027344
301,0,FL,1,2.7015256881713867,0.11494159698486328
301,0,FR,0,3.019735813140869,2.1616697311401367
301,0,RL,0,2.2621450424194336,2.366924285888672
301,0,RR,1,2.194782257080078,0.08988380432128906
302,0,FL,1,2.7026588916778564,0.11332035064697266
302,0,FR,0,3.03922176361084,1.9485950469970703
302,0,RL,0,2.283893585205078,2.174854278564453
302,0,RR,1,2.1957008838653564,0.09186267852783203
303,0,FL,1,2.7037758827209473,0.11169910430908203
303,0,FR,0,3.056063175201416,1.6841411590576172
303,0,RL,0,2.3027706146240234,1.8877029418945312
303,0,RR,1,2.1966283321380615,0.09274482727050781
304,0,FL,1,2.7048377990722656,0.10619163513183594
304,0,FR,0,3.069326877593994,1.3263702392578125
304,0,RL,0,2.306011199951172,0.32405853271484375
304,0,RR,1,2.1976306438446045,0.10023117065429688
305,0,FL,1,2.7057971954345703,0.09593963623046875
305,0,FR,0,3.077606439590454,0.8279561996459961
305,0,RL,0,2.307020664215088,0.10094642639160156
305,0,RR,1,2.1979739665985107,0.034332275390625
306,0,FL,1,2.7067456245422363,0.09484291076660156
306,0,FR,0,3.081700563430786,0.4094123840332031
306,0,RL,0,2.308072328567505,0.10516643524169922
306,0,RR,0,2.195378303527832,-0.2595663070678711
307,0,FL,0,2.7120659351348877,0.5320310592651367
307,0,FR,0,3.0838897228240967,0.2189159393310547
307,0,RL,0,2.3091187477111816,0.10464191436767578
307,0,RR,0,2.1961917877197266,0.08134841918945312
308,0,FL,0,2.7222747802734375,1.0208845138549805
308,0,FR,0,3.0848329067230225,0.09431838989257812
308,0,RL,0,2.3101696968078613,0.10509490966796875
308,0,RR,0,2.2039377689361572,0.7745981216430664
309,0,FL,0,2.7344985008239746,1.222372055053711
309,0,FR,0,3.0831491947174072,-0.16837120056152344
309,0,RL,0,2.3112175464630127,0.10478496551513672
309,0,RR,0,2.2184627056121826,1.452493667602539
310,0,FL,0,2.748119831085205,1.3621330261230469
310,0,FR,0,3.076686143875122,-0.6463050842285156
310,0,RL,0,2.312136650085449,0.09191036224365234
310,0,RR,0,2.2372822761535645,1.8819570541381836
311,0,FL,0,2.7640812397003174,1.5961408615112305
311,0,FR,1,3.0659849643707275,-1.0701179504394531
311,0,RL,0,2.310373067855835,-0.17635822296142578
311,0,RR,0,2.256683349609375,1.9401073455810547
312,0,FL,0,2.7842161655426025,2.0134925842285156
312,0,FR,1,3.066056251525879,0.007128715515136719
312,0,RL,0,2.304131507873535,-0.6241559982299805
312,0,RR,0,2.2743985652923584,1.7715215682983398
313,0,FL,0,2.8104074001312256,2.6191234588623047
313,0,FR,1,3.0663483142852783,0.029206275939941406
313,0,RL,0,2.2992680072784424,-0.48635005950927734
313,0,RR,0,2.2911059856414795,1.6707420349121094
314,0,FL,0,2.842679023742676,3.2271623611450195
314,0,FR,1,3.066840887069702,0.04925727844238281
314,0,RL,0,2.299196243286133,-0.007176399230957031
314,0,RR,0,2.308521032333374,1.7415046691894531
315,0,FL,0,2.8799777030944824,3.729867935180664
315,0,FR,1,3.0675227642059326,0.06818771362304688
315,0,RL,0,2.2998576164245605,0.06613731384277344
315,0,RR,0,2.3280844688415527,1.956343650817871
316,0,FL,0,2.9206199645996094,4.064226150512695
316,0,FR,1,3.0683863162994385,0.08635520935058594
316,0,RL,1,2.3005521297454834,0.06945133209228516
316,0,RR,0,2.350811719894409,2.2727251052856445
317,0,FL,0,2.96268892288208,4.20689582824707
317,0,FR,1,3.0694141387939453,0.1027822494506836
317,0,RL,1,2.301314353942871,0.07622241973876953
317,0,RR,0,2.377300977706909,2.64892578125
318,0,FL,0,2.968019723892212,0.5330801010131836
318,0,FR,1,3.0705740451812744,0.11599063873291016
318,0,RL,1,2.302184820175171,0.08704662322998047
318,0,RR,0,2.4076383113861084,3.033733367919922
319,0,FL,0,2.9691085815429688,0.1088857650756836
319,0,FR,1,3.0718822479248047,0.13082027435302734
319,0,RL,1,2.3031795024871826,0.09946823120117188
319,0,RR,0,2.4410200119018555,3.338170051574707
320,0,FL,1,2.9703235626220703,0.12149810791015625
320,0,FR,1,3.0733344554901123,0.14522075653076172
320,0,RL,1,2.3042588233947754,0.10793209075927734
320,0,RR,0,2.476513624191284,3.549361228942871
321,0,FL,1,2.971642017364502,0.13184547424316406
321,0,FR,1,3.0743587017059326,0.10242462158203125
321,0,RL,1,2.30538272857666,0.11239051818847656
321,0,RR,0,2.512855052947998,3.6341428756713867
322,0,FL,1,2.973068952560425,0.14269351959228516
322,0,FR,0,3.067321300506592,-0.703740119934082
322,0,RL,1,2.305934429168701,0.05517005920410156
322,0,RR,0,2.548975706100464,3.612065315246582
323,0,FL,1,2.974539279937744,0.1470327377319336
323,0,FR,0,3.057471752166748,-0.984954833984375
323,0,RL,0,2.3078558444976807,0.19214153289794922
323,0,RR,0,2.583496332168579,3.4520626068115234
324,0,FL,1,2.975982189178467,0.14429092407226562
324,0,FR,0,3.0530498027801514,-0.44219493865966797
324,0,RL,0,2.3153178691864014,0.7462024688720703
324,0,RR,0,2.612429141998291,2.8932809829711914
325,0,FL,1,2.9773640632629395,0.13818740844726562
325,0,FR,0,3.059335231781006,0.6285429000854492
325,0,RL,0,2.326803207397461,1.148533821105957
325,0,RR,0,2.632711410522461,2.028226852416992
326,0,FL,1,2.978653907775879,0.1289844512939453
326,0,FR,0,3.0785369873046875,1.920175552368164
326,0,RL,0,2.34132981300354,1.4526605606079102
326,0,RR,1,2.6430766582489014,1.036524772644043
327,0,FL,1,2.9799582958221436,0.13043880462646484
327,0,FR,0,3.108285903930664,2.9748916625976562
327,0,RL,0,2.360140562057495,1.8810749053955078
327,0,RR,1,2.6437339782714844,0.06573200225830078
328,0,FL,1,2.9853837490081787,0.5425453186035156
328,0,FR,0,3.142604112625122,3.431820869445801
328,0,RL,0,2.3835179805755615,2.3377418518066406
328,0,RR,1,2.644486665725708,0.07526874542236328
329,0,FL,0,3.0022459030151367,1.6862154006958008
329,0,FR,0,3.1769673824310303,3.4363269805908203
329,0,RL,0,2.41003155708313,2.651357650756836
329,0,RR,1,2.643740653991699,-0.0746011734008789
330,0,FL,0,3.0275535583496094,2.5307655334472656
330,0,FR,0,3.2103018760681152,3.333449363708496
330,0,RL,0,2.438558578491211,2.8527021408081055
330,0,RR,1,2.640716314315796,-0.30243396759033203
331,0,FL,0,3.0510878562927246,2.3534297943115234
331,0,FR,0,3.243157386779785,3.285551071166992
331,0,RL,0,2.46823787689209,2.9679298400878906
331,0,RR,1,2.6377105712890625,-0.30057430267333984
332,0,FL,0,3.0675342082977295,1.6446352005004883
332,0,FR,0,3.2757110595703125,3.2553672790527344
332,0,RL,0,2.4982917308807373,3.005385398864746
332,0,RR,1,2.636629104614258,-0.10814666748046875
333,0,FL,0,3.0758001804351807,0.8265972137451172
333,0,FR,0,3.3072047233581543,3.1493663787841797
333,0,RL,0,2.527819871902466,2.9528141021728516
333,0,RR,1,2.6373419761657715,0.07128715515136719
334,0,FL,0,3.0771067142486572,0.13065338134765625
334,0,FR,0,3.3364789485931396,2.927422523498535
334,0,RL,0,2.555575132369995,2.7755260467529297
334,0,RR,1,2.6380603313446045,0.07183551788330078
335,0,FL,0,3.0736076831817627,-0.3499031066894531
335,0,FR,0,3.362697124481201,2.6218175888061523
335,0,RL,0,2.5806126594543457,2.5037527084350586
335,0,RR,1,2.6387991905212402,0.07388591766357422
336,0,FL,0,3.06750750541687,-0.6100177764892578
336,0,FR,0,3.385549545288086,2.2852420806884766
336,0,RL,0,2.6024444103240967,2.1831750869750977
336,0,RR,1,2.639570713043213,0.07715225219726562
337,0,FL,0,3.060553789138794,-0.6953716278076172
337,0,FR,0,3.4050917625427246,1.9542217254638672
337,0,RL,0,2.6210641860961914,1.8619775772094727
337,0,RR,1,2.6403820514678955,0.08113384246826172
338,0,FL,0,3.053898811340332,-0.6654977798461914
338,0,FR,0,3.421344041824341,1.625227928161621
338,0,RL,0,2.6364989280700684,1.5434741973876953
338,0,RR,1,2.641237497329712,0.08554458618164062
339,0,FL,0,3.048114538192749,-0.5784273147583008
339,0,FR,0,3.4342572689056396,1.2913227081298828
339,0,RL,0,2.64833402633667,1.1835098266601562
339,0,RR,1,2.642122507095337,0.0885009765625
340,0,FL,0,3.043321132659912,-0.4793405532836914
340,0,FR,0,3.444350004196167,1.0092735290527344
340,0,RL,0,2.6556341648101807,0.7300138473510742
340,0,RR,1,2.6430299282073975,0.09074211120605469
341,0,FL,0,3.039742946624756,-0.357818603515625
341,0,FR,0,3.452805280685425,0.8455276489257812
341,0,RL,0,2.6576037406921387,0.19695758819580078
341,0,RR,1,2.6439476013183594,0.0917673110961914
342,0,FL,0,3.0378355979919434,-0.19073486328125
342,0,FR,0,3.4604363441467285,0.7631063461303711
342,0,RL,0,2.654648780822754,-0.29549598693847656
342,0,RR,1,2.6448590755462646,0.09114742279052734
343,0,FL,0,3.038548231124878,0.07126331329345703
343,0,FR,0,3.4671781063079834,0.6741762161254883
343,0,RL,0,2.647601366043091,-0.7047414779663086
343,0,RR,1,2.6455583572387695,0.06992816925048828
344,0,FL,0,3.0440714359283447,0.5523204803466797
344,0,FR,0,3.4726552963256836,0.5477190017700195
344,0,RL,1,2.6410398483276367,-0.6561517715454102
344,0,RR,0,2.6475870609283447,0.20287036895751953
345,0,FL,0,3.052546501159668,0.8475065231323242
345,0,FR,1,3.474785566329956,0.2130270004272461
345,0,RL,1,2.6415867805480957,0.05469322204589844
345,0,RR,0,2.6560473442077637,0.8460283279418945
346,0,FL,0,3.0636491775512695,1.1102676391601562
346,0,FR,1,3.474637269973755,-0.014829635620117188
346,0,RL,1,2.6421852111816406,0.05984306335449219
346,0,RR,0,2.671079158782959,1.5031814575195312
347,0,FL,0,3.0778729915618896,1.4223814010620117
347,0,FR,1,3.4746105670928955,-0.0026702880859375
347,0,RL,1,2.642740488052368,0.055527687072753906
347,0,RR,0,2.6901073455810547,1.9028186798095703
348,0,FL,0,3.0956759452819824,1.7802953720092773
348,0,FR,1,3.4747297763824463,0.011920928955078125
348,0,RL,1,2.6432435512542725,0.05030632019042969
348,0,RR,0,2.710163116455078,2.0055770874023438
349,0,FL,0,3.1179234981536865,2.22475528717041
349,0,FR,1,3.4750027656555176,0.027298927307128906
349,0,RL,1,2.643705368041992,0.046181678771972656
349,0,RR,0,2.7300217151641846,1.9858598709106445
350,0,FL,0,3.1449203491210938,2.6996850967407227
350,0,FR,1,3.475435495376587,0.043272972106933594
350,0,RL,1,2.6441493034362793,0.04439353942871094
350,0,RR,0,2.7501518726348877,2.0130157470703125
351,0,FL,0,3.1763455867767334,3.142523765563965
351,0,FR,1,3.4760189056396484,0.058341026306152344
351,0,RL,1,2.644604444503784,0.04551410675048828
351,0,RR,0,2.7716681957244873,2.151632308959961
352,0,FL,0,3.211195945739746,3.4850358963012695
352,0,FR,1,3.4767467975616455,0.07278919219970703
352,0,RL,1,2.6450979709625244,0.04935264587402344
352,0,RR,0,2.7953383922576904,2.3670196533203125
353,0,FL,0,3.2479946613311768,3.6798715591430664
353,0,FR,1,3.4776034355163574,0.0856637954711914
353,0,RL,1,2.645646095275879,0.05481243133544922
353,0,RR,0,2.8213844299316406,2.6046037673950195
354,0,FL,0,3.284998893737793,3.700423240661621
354,0,FR,1,3.47857666015625,0.09732246398925781
354,0,RL,1,2.6462626457214355,0.06165504455566406
354,0,RR,0,2.849832773208618,2.844834327697754
355,0,FL,0,3.320460557937622,3.54616641998291
355,0,FR,1,3.479646682739258,0.10700225830078125
355,0,RL,1,2.6469600200653076,0.06973743438720703
355,0,RR,0,2.8807430267333984,3.0910253524780273
356,0,FL,0,3.3528971672058105,3.2436609268188477
356,0,FR,1,3.480790615081787,0.11439323425292969
356,0,RL,1,2.647737741470337,0.07777214050292969
356,0,RR,0,2.9138007164001465,3.3057689666748047
357,0,FL,0,3.381199359893799,2.830219268798828
357,0,FR,1,3.4819860458374023,0.11954307556152344
357,0,RL,1,2.6486008167266846,0.08630752563476562
357,0,RR,1,2.9429755210876465,2.91748046875
358,0,FL,0,3.4039576053619385,2.275824546813965
358,0,FR,1,3.4831254482269287,0.11394023895263672
358,0,RL,1,2.6496291160583496,0.1028299331665039
358,0,RR,1,2.945206880569458,0.22313594818115234
359,0,FL,0,3.4210193157196045,1.7061710357666016
359,0,FR,1,3.484161853790283,0.10364055633544922
359,0,RL,1,2.650545597076416,0.09164810180664062
359,0,RR,1,2.9464449882507324,0.1238107681274414
360,0,FL,0,3.4335758686065674,1.255655288696289
360,0,FR,1,3.4846508502960205,0.04889965057373047
360,0,RL,0,2.650270938873291,-0.0274658203125
360,0,RR,1,2.947720766067505,0.1275777816772461
361,0,FL,1,3.4422268867492676,0.8651018142700195
361,0,FR,0,3.4778525829315186,-0.6798267364501953
361,0,RL,0,2.6514570713043213,0.11861324310302734
361,0,RR,1,2.9489808082580566,0.12600421905517578
362,0,FL,1,3.442758560180664,0.05316734313964844
362,0,FR,0,3.469191551208496,-0.8661031723022461
362,0,RL,0,2.655520439147949,0.40633678436279297
362,0,RR,1,2.9501864910125732,0.12056827545166016
363,0,FL,1,3.4432213306427,0.04627704620361328
363,0,FR,0,3.4674010276794434,-0.17905235290527344
363,0,RL,0,2.662118673324585,0.6598234176635742
363,0,RR,1,2.951338291168213,0.11518001556396484
364,0,FL,1,3.4436633586883545,0.04420280456542969
364,0,FR,0,3.473748207092285,0.6347179412841797
364,0,RL,0,2.6714518070220947,0.9333133697509766
364,0,RR,1,2.9524409770965576,0.11026859283447266
365,0,FL,1,3.444114923477173,0.04515647888183594
365,0,FR,0,3.4854135513305664,1.166534423828125
365,0,RL,0,2.684342861175537,1.2891054153442383
365,0,RR,1,2.9534895420074463,0.10485649108886719
366,0,FL,1,3.4446213245391846,0.050640106201171875
366,0,FR,0,3.5005569458007812,1.5143394470214844
366,0,RL,0,2.701007127761841,1.666426658630371
366,0,RR,0,2.9546778202056885,0.11882781982421875
367,0,FL,1,3.445176362991333,0.05550384521484375
367,0,FR,0,3.519474506378174,1.8917560577392578
367,0,RL,0,2.721388339996338,2.038121223449707
367,0,RR,0,2.9543216228485107,-0.03561973571777344
368,0,FL,1,3.444521903991699,-0.0654458999633789
368,0,FR,0,3.542644500732422,2.3169994354248047
368,0,RL,0,2.7452621459960938,2.387380599975586
368,0,RR,0,2.949458360671997,-0.4863262176513672
369,0,FL,1,3.4405200481414795,-0.40018558502197266
369,0,FR,0,3.5692214965820312,2.6576995849609375
369,0,RL,0,2.7719433307647705,2.668118476867676
369,0,RR,0,2.94012713432312,-0.9331226348876953
370,0,FL,1,3.4355475902557373,-0.49724578857421875
370,0,FR,0,3.597266674041748,2.8045177459716797
370,0,RL,0,2.8001060485839844,2.8162717819213867
370,0,RR,1,2.930713176727295,-0.9413957595825195
371,0,FL,1,3.4314498901367188,-0.40977001190185547
371,0,FR,0,3.624908208847046,2.764153480529785
371,0,RL,0,2.8281123638153076,2.800631523132324
371,0,RR,1,2.9265780448913574,-0.41351318359375
372,0,FL,1,3.4287002086639404,-0.27496814727783203
372,0,FR,0,3.651142120361328,2.6233911514282227
372,0,RL,0,2.854870319366455,2.675795555114746
372,0,RR,1,2.927093505859375,0.05154609680175781
373,0,FL,1,3.4293625354766846,0.06623268127441406
373,0,FR,0,3.6758432388305664,2.470111846923828
373,0,RL,0,2.8802859783172607,2.5415658950805664
373,0,RR,1,2.9275963306427,0.05028247833251953
374,0,FL,1,3.430516481399536,0.11539459228515625
374,0,FR,0,3.6993696689605713,2.3526430130004883
374,0,RL,0,2.904738664627075,2.4452686309814453
374,0,RR,1,2.928107261657715,0.051093101501464844
375,0,FL,1,3.431701421737671,0.11849403381347656
375,0,FR,0,3.7220590114593506,2.2689342498779297
375,0,RL,0,2.9286630153656006,2.392435073852539
375,0,RR,1,2.9286417961120605,0.05345344543457031
376,0,FL,1,3.432908058166504,0.12066364288330078
376,0,FR,0,3.744091272354126,2.203226089477539
376,0,RL,0,2.952146291732788,2.34832763671875
376,0,RR,1,2.92920184135437,0.05600452423095703
377,0,FL,1,3.434138774871826,0.12307167053222656
377,0,FR,0,3.7654576301574707,2.1366357803344727
377,0,RL,0,2.9749863147735596,2.2840023040771484
377,0,RR,1,2.9297876358032227,0.058579444885253906
378,0,FL,1,3.435394763946533,0.12559890747070312
378,0,FR,0,3.7859044075012207,2.044677734375
378,0,RL,0,2.9966390132904053,2.1652698516845703
378,0,RR,1,2.9303975105285645,0.06098747253417969
379,0,FL,1,3.436676502227783,0.128173828125
379,0,FR,1,3.8030595779418945,1.7155170440673828
379,0,RL,0,3.016223907470703,1.9584894180297852
379,0,RR,1,2.931025505065918,0.06279945373535156
380,0,FL,1,3.437946081161499,0.12695789337158203
380,0,FR,1,3.8046319484710693,0.15723705291748047
380,0,RL,1,3.0191080570220947,0.28841495513916016
380,0,RR,1,2.9317619800567627,0.07364749908447266
381,0,FL,1,3.439080238342285,0.11341571807861328
381,0,FR,1,3.805243492126465,0.06115436553955078
381,0,RL,1,3.0198628902435303,0.07548332214355469
381,0,RR,1,2.938660144805908,0.6898164749145508
382,0,FL,0,3.4396514892578125,0.057125091552734375
382,0,FR,1,3.8058104515075684,0.05669593811035156
382,0,RL,1,3.020765542984009,0.09026527404785156
382,0,RR,0,2.9545199871063232,1.585984230041504
383,0,FL,0,3.4410858154296875,0.1434326171875
383,0,FR,1,3.806382894515991,0.057244300842285156
383,0,RL,1,3.0216851234436035,0.09195804595947266
383,0,RR,0,2.9736099243164062,1.9089937210083008
384,0,FL,0,3.445564031600952,0.44782161712646484
384,0,FR,1,3.8070015907287598,0.06186962127685547
384,0,RL,1,3.0225400924682617,0.08549690246582031
384,0,RR,0,2.9934422969818115,1.9832372665405273
385,0,FL,0,3.4544410705566406,0.8877038955688477
385,0,FR,1,3.807678461074829,0.0676870346069336
385,0,RL,1,3.0232954025268555,0.075531005859375
385,0,RR,0,3.014763832092285,2.1321535110473633
386,0,FL,0,3.4687812328338623,1.434016227722168
386,0,FR,1,3.808394193649292,0.07157325744628906
386,0,RL,1,3.0239577293395996,0.06623268127441406
386,0,RR,0,3.0395724773406982,2.4808645248413086
387,0,FL,0,3.489166021347046,2.0384788513183594
387,0,FR,1,3.8091185092926025,0.07243156433105469
387,0,RL,1,3.024538993835449,0.05812644958496094
387,0,RR,0,3.0678200721740723,2.8247594833374023
388,0,FL,0,3.515587568283081,2.6421546936035156
388,0,FR,1,3.8099091053009033,0.07905960083007812
388,0,RL,1,3.0250580310821533,0.051903724670410156
388,0,RR,0,3.097139358520508,2.9319286346435547
389,0,FL,0,3.547260046005249,3.167247772216797
389,0,FR,1,3.810791015625,0.08819103240966797
389,0,RL,1,3.025533676147461,0.04756450653076172
