step,env,gait,vx_cmd,bvx,bvy,yaw_deg,ct_FL,ct_FR,ct_RL,ct_RR,cpg_r_FL,cpg_r_FR,cpg_r_RL,cpg_r_RR,cpg_theta_FL,cpg_theta_FR,cpg_theta_RL,cpg_theta_RR,FL_hip,FL_thigh,FL_calf,FR_hip,FR_thigh,FR_calf,RL_hip,RL_thigh,RL_calf,RR_hip,RR_thigh,RR_calf
1,0,walk,0.5,0.015514356084167957,-0.008947031572461128,-0.003625808255438583,0,0,0,0,1.1497722864151,1.2091349363327026,1.2191237211227417,1.2339892387390137,1.4860092401504517,0.35278910398483276,4.888229846954346,3.355259895324707,0.993587851524353,8.379055976867676,-15.547478675842285,0.0650860145688057,7.11259651184082,-12.812588691711426,0.7898021340370178,3.027190923690796,-5.153582572937012,0.29442623257637024,2.831914186477661,-5.265102863311768
2,0,walk,0.5,-0.016261398792266846,0.0044167665764689445,-0.015176698678561513,0,0,0,0,1.357553243637085,1.4669333696365356,1.3500103950500488,1.3218377828598022,1.5323479175567627,0.21503020823001862,5.1617655754089355,3.491288423538208,-1.1875219345092773,9.978974342346191,-13.484509468078613,1.1264153718948364,5.817281723022461,-6.742368221282959,1.0947359800338745,2.2086331844329834,-4.334051132202148,2.035231351852417,0.2653743624687195,-5.224944114685059
3,0,walk,0.5,-0.0474962517619133,0.015148461796343327,-0.028369507547712,0,0,1,0,1.4924874305725098,1.6774073839187622,1.4151057004928589,1.2705323696136475,1.722514033317566,0.19437600672245026,5.489391326904297,3.723278284072876,-2.3039755821228027,7.720370769500732,-8.10271167755127,1.3843061923980713,5.93877649307251,-2.3626322746276855,-0.40697258710861206,1.1755480766296387,-4.483332633972168,2.5547282695770264,-2.2445313930511475,-4.117807388305664
4,0,walk,0.5,-0.06357693672180176,0.009340387769043446,-0.04093354380940459,0,0,0,0,1.63392174243927,1.8162322044372559,1.5586270093917847,1.3679269552230835,1.9553285837173462,0.22190165519714355,6.006887435913086,3.9950451850891113,-1.7003369331359863,3.6627180576324463,-4.380923748016357,1.728490948677063,6.0034685134887695,-0.2839447855949402,-2.166844367980957,0.0904543325304985,-3.6212120056152344,2.678863286972046,-2.9731807708740234,-2.7614762783050537
5,0,walk,0.5,-0.07058174908161163,0.007696514017879963,-0.050563636961553166,0,0,0,0,1.7400834560394287,1.8992950916290283,1.71819007396698,1.573690414428711,2.1678478717803955,0.1852741539478302,0.2496480643749237,4.212296485900879,-0.8027269244194031,-0.7769469618797302,-1.6937568187713623,1.702384114265442,5.253964900970459,1.3214821815490723,-2.7377467155456543,1.7275338172912598,-4.495032787322998,2.204335927963257,-2.788966655731201,-1.7556289434432983
6,0,walk,0.5,-0.07488708198070526,0.008617089129984379,-0.06095339522577393,0,0,0,0,1.819472312927246,1.9462828636169434,1.8343535661697388,1.7419273853302002,2.410262107849121,0.18664862215518951,0.6919764876365662,4.459418773651123,-0.3191220164299011,-4.627735137939453,0.8449973464012146,1.4139472246170044,4.203035831451416,1.5992809534072876,-2.5208003520965576,4.737672328948975,-7.6943745613098145,1.6171566247940063,-1.6680645942687988,-1.2125908136367798
7,0,walk,0.5,-0.08255267143249512,0.003897224087268114,-0.027982678049840608,0,0,0,0,1.8890862464904785,1.9719105958938599,1.8872944116592407,1.8529568910598755,2.675318717956543,0.2509338855743408,1.1042858362197876,4.74362850189209,-0.36931318044662476,-7.601729869842529,3.4889066219329834,0.8371838331222534,3.373535633087158,0.49049869179725647,-1.4096444845199585,5.247091293334961,-8.723526954650879,1.123610019683838,0.2214786261320114,-0.7455953359603882
8,0,walk,0.5,-0.09010251611471176,-0.005676889326423407,0.08633265062392897,0,1,0,0,1.936238408088684,1.9855340719223022,1.862130880355835,1.9194092750549316,2.946955919265747,0.3746890127658844,1.4606038331985474,5.045680522918701,-0.6990110278129578,-9.178691864013672,5.754103660583496,-0.1600731611251831,2.769080877304077,-2.3578548431396484,0.02551983669400215,2.5012755393981934,-7.884320259094238,0.7426440119743347,2.3964126110076904,0.09079208970069885
9,0,walk,0.5,-0.12234606593847275,-0.03370106592774391,0.2703261874661167,1,1,0,1,1.9648451805114746,1.992639422416687,1.7781102657318115,1.9291057586669922,3.203324794769287,0.5272680521011353,1.7492321729660034,5.325081825256348,-1.406385898590088,0.5320571064949036,-3.35687518119812,-1.3094995021820068,2.0770750045776367,-3.6219866275787354,0.7420656085014343,-1.674660325050354,-5.859980583190918,-0.47929704189300537,2.795480728149414,-0.7532107830047607
10,0,walk,0.5,-0.1822930872440338,-0.10544481873512268,0.4859174800795726,1,1,0,1,1.981166124343872,1.996291160583496,1.7677383422851562,1.9316014051437378,3.473555326461792,0.7435271739959717,1.9926263093948364,5.541602611541748,-1.6890190839767456,0.30860960483551025,-2.5605337619781494,0.1541549414396286,2.1497316360473633,-4.228601455688477,0.7135454416275024,-4.937017440795898,-3.436777114868164,-0.7508683800697327,2.8671505451202393,0.1761188507080078
11,0,walk,0.5,-0.2379893809556961,-0.1737162470817566,0.7065100186302117,1,1,0,1,1.9901193380355835,1.9880768060684204,1.8336409330368042,1.9521762132644653,3.704899549484253,0.9058558940887451,2.203561782836914,5.685011386871338,-1.729247808456421,0.02269105613231659,-1.6808140277862549,0.8798074126243591,1.538415551185608,-4.6568803787231445,0.38789892196655273,-7.144680500030518,-0.9794461131095886,-0.8732015490531921,2.4313039779663086,-0.2760343551635742
